FileName	treatment	tissue	timepoint	animal	sample_ID
US22502595_252800521504_S01_GE1_1105_Oct12_1_4.txt	Pertussis	blood	48	5	PERT_BL_48h_5
US22502595_252800521504_S01_GE1_1105_Oct12_2_1.txt	Pertussis	blood	72	1	PERT_BL_72h_1
US22502595_252800521504_S01_GE1_1105_Oct12_2_2.txt	Pertussis	blood	72	2	PERT_BL_72h_2
US22502595_252800521504_S01_GE1_1105_Oct12_2_3.txt	Pertussis	blood	72	3	PERT_BL_72h_3
US22502595_252800521504_S01_GE1_1105_Oct12_2_4.txt	Pertussis	blood	72	4	PERT_BL_72h_4
US22502595_252800521536_S01_GE1_1105_Oct12_1_1.txt	Pertussis	blood	168	1	PERT_BL_168h_1
US22502595_252800521536_S01_GE1_1105_Oct12_1_2.txt	Pertussis	blood	168	2	PERT_BL_168h_2
US22502595_252800521536_S01_GE1_1105_Oct12_1_3.txt	Pertussis	blood	168	3	PERT_BL_168h_3
US22502595_252800521536_S01_GE1_1105_Oct12_1_4.txt	Pertussis	MLN	0	1	PERT_MLN_0h_1
US22502595_252800521536_S01_GE1_1105_Oct12_2_1.txt	Pertussis	MLN	0	3	PERT_MLN_0h_3
US22502595_252800521536_S01_GE1_1105_Oct12_2_2.txt	Pertussis	MLN	0	4	PERT_MLN_0h_4
US22502595_252800521536_S01_GE1_1105_Oct12_2_3.txt	Pertussis	MLN	0	5	PERT_MLN_0h_5
US22502595_252800521536_S01_GE1_1105_Oct12_2_4.txt	Pertussis	MLN	4	1	PERT_MLN_4h_1
US22502595_252800521537_S01_GE1_1105_Oct12_1_1.txt	Pertussis	MLN	4	2	PERT_MLN_4h_2
US22502595_252800521537_S01_GE1_1105_Oct12_1_2.txt	Pertussis	MLN	4	4	PERT_MLN_4h_4
US22502595_252800521537_S01_GE1_1105_Oct12_1_3.txt	Pertussis	MLN	4	5	PERT_MLN_4h_5
US22502595_252800521537_S01_GE1_1105_Oct12_1_4.txt	Pertussis	MLN	8	1	PERT_MLN_8h_1
US22502595_252800521537_S01_GE1_1105_Oct12_2_1.txt	Pertussis	MLN	8	2	PERT_MLN_8h_2
US22502595_252800521537_S01_GE1_1105_Oct12_2_2.txt	Pertussis	MLN	8	3	PERT_MLN_8h_3
US22502595_252800521537_S01_GE1_1105_Oct12_2_3.txt	Pertussis	MLN	8	5	PERT_MLN_8h_5
US22502595_252800521537_S01_GE1_1105_Oct12_2_4.txt	Pertussis	MLN	24	1	PERT_MLN_24h_1
US22502595_252800521538_S01_GE1_1105_Oct12_1_1.txt	Pertussis	MLN	24	2	PERT_MLN_24h_2
US22502595_252800521538_S01_GE1_1105_Oct12_1_2.txt	Pertussis	MLN	24	3	PERT_MLN_24h_3
US22502595_252800521538_S01_GE1_1105_Oct12_1_3.txt	Pertussis	MLN	24	4	PERT_MLN_24h_4
US22502595_252800521538_S01_GE1_1105_Oct12_1_4.txt	Pertussis	MLN	48	2	PERT_MLN_48h_2
US22502595_252800521538_S01_GE1_1105_Oct12_2_1.txt	Pertussis	MLN	48	3	PERT_MLN_48h_3
US22502595_252800521538_S01_GE1_1105_Oct12_2_2.txt	Pertussis	MLN	48	4	PERT_MLN_48h_4
US22502595_252800521538_S01_GE1_1105_Oct12_2_3.txt	Pertussis	MLN	48	5	PERT_MLN_48h_5
US22502595_252800521538_S01_GE1_1105_Oct12_2_4.txt	Pertussis	MLN	72	1	PERT_MLN_72h_1
US22502595_252800521546_S01_GE1_1105_Oct12_1_1.txt	Pertussis	MLN	72	3	PERT_MLN_72h_3
US22502595_252800521546_S01_GE1_1105_Oct12_1_2.txt	Pertussis	MLN	72	4	PERT_MLN_72h_4
US22502595_252800521546_S01_GE1_1105_Oct12_1_3.txt	Pertussis	MLN	72	5	PERT_MLN_72h_5
US22502595_252800521546_S01_GE1_1105_Oct12_1_4.txt	Pertussis	MLN	168	1	PERT_MLN_168h_1
US22502595_252800521546_S01_GE1_1105_Oct12_2_1.txt	Pertussis	MLN	168	2	PERT_MLN_168h_2
US22502595_252800521546_S01_GE1_1105_Oct12_2_2.txt	Pertussis	MLN	168	5	PERT_MLN_168h_5
US22502595_252800521546_S01_GE1_1105_Oct12_2_3.txt	Pertussis	muscle	0	2	PERT_MU_0h_2
US22502595_252800521546_S01_GE1_1105_Oct12_2_4.txt	Pertussis	muscle	0	3	PERT_MU_0h_3
US22502595_252800521547_S01_GE1_1105_Oct12_1_1.txt	Pertussis	muscle	0	4	PERT_MU_0h_4
US22502595_252800521547_S01_GE1_1105_Oct12_1_2.txt	Pertussis	muscle	0	5	PERT_MU_0h_5
US22502595_252800521547_S01_GE1_1105_Oct12_1_3.txt	Pertussis	muscle	4	1	PERT_MU_4h_1
US22502595_252800521547_S01_GE1_1105_Oct12_1_4.txt	Pertussis	muscle	4	3	PERT_MU_4h_3
US22502595_252800521547_S01_GE1_1105_Oct12_2_1.txt	Pertussis	muscle	4	4	PERT_MU_4h_4
US22502595_252800521547_S01_GE1_1105_Oct12_2_2.txt	Pertussis	muscle	4	5	PERT_MU_4h_5
US22502595_252800521547_S01_GE1_1105_Oct12_2_3.txt	Pertussis	muscle	8	1	PERT_MU_8h_1
US22502595_252800521547_S01_GE1_1105_Oct12_2_4.txt	Pertussis	muscle	8	2	PERT_MU_8h_2
US22502595_252800521548_S01_GE1_1105_Oct12_1_1.txt	Pertussis	muscle	8	4	PERT_MU_8h_4
US22502595_252800521548_S01_GE1_1105_Oct12_1_2.txt	Pertussis	muscle	8	5	PERT_MU_8h_5
US22502595_252800521548_S01_GE1_1105_Oct12_1_3.txt	Pertussis	muscle	24	1	PERT_MU_24h_1
US22502595_252800521548_S01_GE1_1105_Oct12_1_4.txt	Pertussis	muscle	24	3	PERT_MU_24h_3
US22502595_252800521548_S01_GE1_1105_Oct12_2_1.txt	Pertussis	muscle	24	4	PERT_MU_24h_4
US22502595_252800521548_S01_GE1_1105_Oct12_2_2.txt	Pertussis	muscle	24	5	PERT_MU_24h_5
US22502595_252800521548_S01_GE1_1105_Oct12_2_3.txt	Pertussis	muscle	48	1	PERT_MU_48h_1
US22502595_252800521548_S01_GE1_1105_Oct12_2_4.txt	Pertussis	muscle	48	2	PERT_MU_48h_2
US22502595_252800521649_S01_GE1_1105_Oct12_1_1.txt	Pertussis	muscle	48	3	PERT_MU_48h_3
US22502595_252800521649_S01_GE1_1105_Oct12_1_2.txt	Pertussis	muscle	48	4	PERT_MU_48h_4
US22502595_252800521649_S01_GE1_1105_Oct12_1_3.txt	Pertussis	muscle	72	2	PERT_MU_72h_2
US22502595_252800521649_S01_GE1_1105_Oct12_1_4.txt	Pertussis	muscle	72	3	PERT_MU_72h_3
US22502595_252800521649_S01_GE1_1105_Oct12_2_1.txt	Pertussis	muscle	72	4	PERT_MU_72h_4
US22502595_252800521649_S01_GE1_1105_Oct12_2_2.txt	Pertussis	muscle	72	5	PERT_MU_72h_5
US22502595_252800521649_S01_GE1_1105_Oct12_2_3.txt	Pertussis	muscle	168	1	PERT_MU_168h_1
US22502595_252800521649_S01_GE1_1105_Oct12_2_4.txt	Pertussis	muscle	168	4	PERT_MU_168h_4
US22502595_252800522068_S01_GE1_1105_Oct12_1_1.txt	Pertussis	MLN	0	2	PERT_MLN_0h_2
US22502595_252800522068_S01_GE1_1105_Oct12_1_2.txt	Pertussis	MLN	4	3	PERT_MLN_4h_3
US22502595_252800522068_S01_GE1_1105_Oct12_1_3.txt	Pertussis	MLN	8	4	PERT_MLN_8h_4
US22502595_252800522068_S01_GE1_1105_Oct12_1_4.txt	Pertussis	MLN	24	5	PERT_MLN_24h_5
US22502595_252800522068_S01_GE1_1105_Oct12_2_1.txt	Pertussis	MLN	48	1	PERT_MLN_48h_1
US22502595_252800522068_S01_GE1_1105_Oct12_2_2.txt	Pertussis	MLN	72	2	PERT_MLN_72h_2
US22502595_252800522068_S01_GE1_1105_Oct12_2_3.txt	Pertussis	MLN	168	3	PERT_MLN_168h_3
US22502595_252800522068_S01_GE1_1105_Oct12_2_4.txt	Pertussis	MLN	168	4	PERT_MLN_168h_4
US22502595_252800522069_S01_GE1_1105_Oct12_1_1.txt	Pertussis	muscle	0	1	PERT_MU_0h_1
US22502595_252800522069_S01_GE1_1105_Oct12_1_2.txt	Pertussis	muscle	4	2	PERT_MU_4h_2
US22502595_252800522069_S01_GE1_1105_Oct12_1_3.txt	Pertussis	muscle	8	3	PERT_MU_8h_3
US22502595_252800522069_S01_GE1_1105_Oct12_1_4.txt	Pertussis	muscle	24	2	PERT_MU_24h_2
US22502595_252800522069_S01_GE1_1105_Oct12_2_1.txt	Pertussis	muscle	48	5	PERT_MU_48h_5
US22502595_252800522069_S01_GE1_1105_Oct12_2_2.txt	Pertussis	muscle	72	1	PERT_MU_72h_1
US22502595_252800522069_S01_GE1_1105_Oct12_2_3.txt	Pertussis	muscle	168	2	PERT_MU_168h_2
US22502595_252800522069_S01_GE1_1105_Oct12_2_4.txt	Pertussis	muscle	168	3	PERT_MU_168h_3
US22502595_252800522070_S01_GE1_1105_Oct12_1_1.txt	Pertussis	blood	0	5	PERT_BL_0h_5
US22502595_252800522070_S01_GE1_1105_Oct12_1_2.txt	Pertussis	blood	4	4	PERT_BL_4h_4
US22502595_252800522070_S01_GE1_1105_Oct12_1_3.txt	Pertussis	blood	8	3	PERT_BL_8h_3
US22502595_252800522070_S01_GE1_1105_Oct12_1_4.txt	Pertussis	blood	24	2	PERT_BL_24h_2
US22502595_252800522070_S01_GE1_1105_Oct12_2_1.txt	Pertussis	blood	48	1	PERT_BL_48h_1
US22502595_252800522070_S01_GE1_1105_Oct12_2_2.txt	Pertussis	blood	72	5	PERT_BL_72h_5
US22502595_252800522070_S01_GE1_1105_Oct12_2_3.txt	Pertussis	blood	168	4	PERT_BL_168h_4
US22502595_252800522070_S01_GE1_1105_Oct12_2_4.txt	Pertussis	blood	168	5	PERT_BL_168h_5
US22502595_252800522800_S01_GE1_1105_Oct12_1_1.txt	TriFlu	blood	4	3	TriFLU_BL_4h_3
US22502595_252800522800_S01_GE1_1105_Oct12_1_2.txt	TriFlu	blood	4	4	TriFLU_BL_4h_4
US22502595_252800522800_S01_GE1_1105_Oct12_1_3.txt	TriFlu	blood	4	5	TriFLU_BL_4h_5
US22502595_252800522800_S01_GE1_1105_Oct12_1_4.txt	TriFlu	blood	8	1	TriFLU_BL_8h_1
US22502595_252800522800_S01_GE1_1105_Oct12_2_1.txt	TriFlu	blood	8	2	TriFLU_BL_8h_2
US22502595_252800522800_S01_GE1_1105_Oct12_2_2.txt	TriFlu	blood	8	3	TriFLU_BL_8h_3
US22502595_252800522800_S01_GE1_1105_Oct12_2_3.txt	TriFlu	blood	8	4	TriFLU_BL_8h_4
US22502595_252800522800_S01_GE1_1105_Oct12_2_4.txt	TriFlu	blood	8	5	TriFLU_BL_8h_5
US22502595_252800522801_S01_GE1_1105_Oct12_1_1.txt	TriFlu	blood	24	1	TriFLU_BL_24h_1
US22502595_252800522801_S01_GE1_1105_Oct12_1_2.txt	TriFlu	blood	24	2	TriFLU_BL_24h_2
US22502595_252800522801_S01_GE1_1105_Oct12_1_3.txt	TriFlu	blood	24	3	TriFLU_BL_24h_3
US22502595_252800522801_S01_GE1_1105_Oct12_1_4.txt	TriFlu	blood	24	4	TriFLU_BL_24h_4
US22502595_252800522801_S01_GE1_1105_Oct12_2_1.txt	TriFlu	blood	24	5	TriFLU_BL_24h_5
US22502595_252800522801_S01_GE1_1105_Oct12_2_2.txt	TriFlu	blood	48	1	TriFLU_BL_48h_1
US22502595_252800522801_S01_GE1_1105_Oct12_2_3.txt	TriFlu	blood	48	2	TriFLU_BL_48h_2
US22502595_252800522801_S01_GE1_1105_Oct12_2_4.txt	TriFlu	blood	48	3	TriFLU_BL_48h_3
US22502595_252800522802_S01_GE1_1105_Oct12_1_1.txt	TriFlu	blood	48	4	TriFLU_BL_48h_4
US22502595_252800522802_S01_GE1_1105_Oct12_1_2.txt	TriFlu	blood	48	5	TriFLU_BL_48h_5
US22502595_252800522802_S01_GE1_1105_Oct12_1_3.txt	TriFlu	blood	72	1	TriFLU_BL_72h_1
US22502595_252800522802_S01_GE1_1105_Oct12_1_4.txt	TriFlu	blood	72	2	TriFLU_BL_72h_2
US22502595_252800522802_S01_GE1_1105_Oct12_2_1.txt	TriFlu	blood	72	3	TriFLU_BL_72h_3
US22502595_252800522802_S01_GE1_1105_Oct12_2_2.txt	TriFlu	blood	72	4	TriFLU_BL_72h_4
US22502595_252800522802_S01_GE1_1105_Oct12_2_3.txt	TriFlu	blood	72	5	TriFLU_BL_72h_5
US22502595_252800522802_S01_GE1_1105_Oct12_2_4.txt	TriFlu	blood	168	1	TriFLU_BL_168h_1
US22502595_252800522803_S01_GE1_1105_Oct12_1_1.txt	TriFlu	blood	168	2	TriFLU_BL_168h_2
US22502595_252800522803_S01_GE1_1105_Oct12_1_2.txt	TriFlu	blood	168	3	TriFLU_BL_168h_3
US22502595_252800522803_S01_GE1_1105_Oct12_1_3.txt	TriFlu	blood	168	4	TriFLU_BL_168h_4
US22502595_252800522803_S01_GE1_1105_Oct12_1_4.txt	TriFlu	blood	168	5	TriFLU_BL_168h_5
US22502595_252800522803_S01_GE1_1105_Oct12_2_1.txt	TriFlu	MLN	0	1	TriFLU_MLN_0h_1
US22502595_252800522803_S01_GE1_1105_Oct12_2_2.txt	TriFlu	MLN	0	2	TriFLU_MLN_0h_2
US22502595_252800522803_S01_GE1_1105_Oct12_2_3.txt	TriFlu	MLN	0	3	TriFLU_MLN_0h_3
US22502595_252800522803_S01_GE1_1105_Oct12_2_4.txt	TriFlu	MLN	0	4	TriFLU_MLN_0h_4
US22502595_252800522804_S01_GE1_1105_Oct12_1_1.txt	TriFlu	MLN	0	5	TriFLU_MLN_0h_5
US22502595_252800522804_S01_GE1_1105_Oct12_1_2.txt	TriFlu	MLN	4	1	TriFLU_MLN_4h_1
US22502595_252800522804_S01_GE1_1105_Oct12_1_3.txt	TriFlu	MLN	4	2	TriFLU_MLN_4h_2
US22502595_252800522804_S01_GE1_1105_Oct12_1_4.txt	TriFlu	MLN	4	3	TriFLU_MLN_4h_3
US22502595_252800522804_S01_GE1_1105_Oct12_2_1.txt	TriFlu	MLN	4	4	TriFLU_MLN_4h_4
US22502595_252800522804_S01_GE1_1105_Oct12_2_2.txt	TriFlu	MLN	4	5	TriFLU_MLN_4h_5
US22502595_252800522804_S01_GE1_1105_Oct12_2_3.txt	TriFlu	MLN	8	1	TriFLU_MLN_8h_1
US22502595_252800522804_S01_GE1_1105_Oct12_2_4.txt	TriFlu	MLN	8	2	TriFLU_MLN_8h_2
US22502595_252800522805_S01_GE1_1105_Oct12_1_1.txt	TriFlu	MLN	8	3	TriFLU_MLN_8h_3
US22502595_252800522805_S01_GE1_1105_Oct12_1_2.txt	TriFlu	MLN	8	4	TriFLU_MLN_8h_4
US22502595_252800522805_S01_GE1_1105_Oct12_1_3.txt	TriFlu	MLN	8	5	TriFLU_MLN_8h_5
US22502595_252800522805_S01_GE1_1105_Oct12_1_4.txt	TriFlu	MLN	24	1	TriFLU_MLN_24h_1
US22502595_252800522805_S01_GE1_1105_Oct12_2_1.txt	TriFlu	MLN	24	2	TriFLU_MLN_24h_2
US22502595_252800522805_S01_GE1_1105_Oct12_2_2.txt	TriFlu	MLN	24	3	TriFLU_MLN_24h_3
US22502595_252800522805_S01_GE1_1105_Oct12_2_3.txt	TriFlu	MLN	24	4	TriFLU_MLN_24h_4
US22502595_252800522805_S01_GE1_1105_Oct12_2_4.txt	TriFlu	MLN	24	5	TriFLU_MLN_24h_5
US22502595_252800522806_S01_GE1_1105_Oct12_1_1.txt	TriFlu	MLN	48	1	TriFLU_MLN_48h_1
US22502595_252800522806_S01_GE1_1105_Oct12_1_2.txt	TriFlu	MLN	48	2	TriFLU_MLN_48h_2
US22502595_252800522806_S01_GE1_1105_Oct12_1_3.txt	TriFlu	MLN	48	3	TriFLU_MLN_48h_3
US22502595_252800522806_S01_GE1_1105_Oct12_1_4.txt	TriFlu	MLN	48	4	TriFLU_MLN_48h_4
US22502595_252800522806_S01_GE1_1105_Oct12_2_1.txt	TriFlu	MLN	48	5	TriFLU_MLN_48h_5
US22502595_252800522806_S01_GE1_1105_Oct12_2_2.txt	TriFlu	MLN	72	1	TriFLU_MLN_72h_1
US22502595_252800522806_S01_GE1_1105_Oct12_2_3.txt	TriFlu	MLN	72	2	TriFLU_MLN_72h_2
US22502595_252800522806_S01_GE1_1105_Oct12_2_4.txt	TriFlu	MLN	72	3	TriFLU_MLN_72h_3
US22502595_252800522807_S01_GE1_1105_Oct12_1_1.txt	TriFlu	MLN	72	4	TriFLU_MLN_72h_4
US22502595_252800522807_S01_GE1_1105_Oct12_1_2.txt	TriFlu	MLN	72	5	TriFLU_MLN_72h_5
US22502595_252800522807_S01_GE1_1105_Oct12_1_3.txt	TriFlu	MLN	168	1	TriFLU_MLN_168h_1
US22502595_252800522807_S01_GE1_1105_Oct12_1_4.txt	TriFlu	MLN	168	2	TriFLU_MLN_168h_2
US22502595_252800522807_S01_GE1_1105_Oct12_2_1.txt	TriFlu	MLN	168	3	TriFLU_MLN_168h_3
US22502595_252800522807_S01_GE1_1105_Oct12_2_2.txt	TriFlu	MLN	168	4	TriFLU_MLN_168h_4
US22502595_252800522807_S01_GE1_1105_Oct12_2_3.txt	TriFlu	MLN	168	5	TriFLU_MLN_168h_5
US22502595_252800522807_S01_GE1_1105_Oct12_2_4.txt	TriFlu	muscle	0	1	TriFLU_MU_0h_1
US22502595_252800522808_S01_GE1_1105_Oct12_1_1.txt	TriFlu	muscle	0	2	TriFLU_MU_0h_2
US22502595_252800522808_S01_GE1_1105_Oct12_1_2.txt	TriFlu	muscle	0	3	TriFLU_MU_0h_3
US22502595_252800522808_S01_GE1_1105_Oct12_1_3.txt	TriFlu	muscle	0	4	TriFLU_MU_0h_4
US22502595_252800522808_S01_GE1_1105_Oct12_1_4.txt	TriFlu	muscle	0	5	TriFLU_MU_0h_5
US22502595_252800522808_S01_GE1_1105_Oct12_2_1.txt	TriFlu	muscle	4	1	TriFLU_MU_4h_1
US22502595_252800522808_S01_GE1_1105_Oct12_2_2.txt	TriFlu	muscle	4	2	TriFLU_MU_4h_2
US22502595_252800522808_S01_GE1_1105_Oct12_2_3.txt	TriFlu	muscle	4	3	TriFLU_MU_4h_3
US22502595_252800522808_S01_GE1_1105_Oct12_2_4.txt	TriFlu	muscle	4	4	TriFLU_MU_4h_4
US22502595_252800522809_S01_GE1_1105_Oct12_1_1.txt	TriFlu	muscle	4	5	TriFLU_MU_4h_5
US22502595_252800522809_S01_GE1_1105_Oct12_1_2.txt	TriFlu	muscle	8	1	TriFLU_MU_8h_1
US22502595_252800522809_S01_GE1_1105_Oct12_1_3.txt	TriFlu	muscle	8	2	TriFLU_MU_8h_2
US22502595_252800522809_S01_GE1_1105_Oct12_1_4.txt	TriFlu	muscle	8	3	TriFLU_MU_8h_3
US22502595_252800522809_S01_GE1_1105_Oct12_2_1.txt	TriFlu	muscle	8	4	TriFLU_MU_8h_4
US22502595_252800522809_S01_GE1_1105_Oct12_2_2.txt	TriFlu	muscle	8	5	TriFLU_MU_8h_5
US22502595_252800522809_S01_GE1_1105_Oct12_2_3.txt	TriFlu	muscle	24	1	TriFLU_MU_24h_1
US22502595_252800522809_S01_GE1_1105_Oct12_2_4.txt	TriFlu	muscle	24	2	TriFLU_MU_24h_2
US22502595_252800522810_S01_GE1_1105_Oct12_1_1.txt	TriFlu	muscle	24	3	TriFLU_MU_24h_3
US22502595_252800522810_S01_GE1_1105_Oct12_1_2.txt	TriFlu	muscle	24	4	TriFLU_MU_24h_4
US22502595_252800522810_S01_GE1_1105_Oct12_1_3.txt	TriFlu	muscle	24	5	TriFLU_MU_24h_5
US22502595_252800522810_S01_GE1_1105_Oct12_1_4.txt	TriFlu	muscle	48	1	TriFLU_MU_48h_1
US22502595_252800522810_S01_GE1_1105_Oct12_2_1.txt	TriFlu	muscle	48	2	TriFLU_MU_48h_2
US22502595_252800522810_S01_GE1_1105_Oct12_2_2.txt	TriFlu	muscle	48	3	TriFLU_MU_48h_3
US22502595_252800522810_S01_GE1_1105_Oct12_2_3.txt	TriFlu	muscle	48	4	TriFLU_MU_48h_4
US22502595_252800522810_S01_GE1_1105_Oct12_2_4.txt	TriFlu	muscle	48	5	TriFLU_MU_48h_5
US22502595_252800522811_S01_GE1_1105_Oct12_1_1.txt	TriFlu	muscle	72	1	TriFLU_MU_72h_1
US22502595_252800522811_S01_GE1_1105_Oct12_1_2.txt	TriFlu	muscle	72	2	TriFLU_MU_72h_2
US22502595_252800522811_S01_GE1_1105_Oct12_1_3.txt	TriFlu	muscle	72	3	TriFLU_MU_72h_3
US22502595_252800522811_S01_GE1_1105_Oct12_1_4.txt	TriFlu	muscle	72	4	TriFLU_MU_72h_4
US22502595_252800522811_S01_GE1_1105_Oct12_2_1.txt	TriFlu	muscle	72	5	TriFLU_MU_72h_5
US22502595_252800522811_S01_GE1_1105_Oct12_2_2.txt	TriFlu	muscle	168	1	TriFLU_MU_168h_1
US22502595_252800522811_S01_GE1_1105_Oct12_2_3.txt	TriFlu	muscle	168	2	TriFLU_MU_168h_2
US22502595_252800522811_S01_GE1_1105_Oct12_2_4.txt	TriFlu	muscle	168	3	TriFLU_MU_168h_3
US22502595_252800522812_S01_GE1_1105_Oct12_1_1.txt	TriFlu	muscle	168	4	TriFLU_MU_168h_4
US22502595_252800522812_S01_GE1_1105_Oct12_1_2.txt	TriFlu	muscle	168	5	TriFLU_MU_168h_5
US22502595_252800522812_S01_GE1_1105_Oct12_1_3.txt	TriFluMF59	blood	0	1	TriFLU-MF59_BL_0h_1
US22502595_252800522812_S01_GE1_1105_Oct12_1_4.txt	TriFluMF59	blood	0	2	TriFLU-MF59_BL_0h_2
US22502595_252800522812_S01_GE1_1105_Oct12_2_1.txt	TriFluMF59	blood	0	3	TriFLU-MF59_BL_0h_3
US22502595_252800522812_S01_GE1_1105_Oct12_2_2.txt	TriFluMF59	blood	0	4	TriFLU-MF59_BL_0h_4
US22502595_252800522812_S01_GE1_1105_Oct12_2_3.txt	TriFluMF59	blood	0	5	TriFLU-MF59_BL_0h_5
US22502595_252800522812_S01_GE1_1105_Oct12_2_4.txt	TriFluMF59	blood	4	1	TriFLU-MF59_BL_4h_1
US22502595_252800522813_S01_GE1_1105_Oct12_1_1.txt	TriFluMF59	blood	4	2	TriFLU-MF59_BL_4h_2
US22502595_252800522813_S01_GE1_1105_Oct12_1_2.txt	TriFluMF59	blood	4	3	TriFLU-MF59_BL_4h_3
US22502595_252800522813_S01_GE1_1105_Oct12_1_3.txt	TriFluMF59	blood	4	4	TriFLU-MF59_BL_4h_4
US22502595_252800522813_S01_GE1_1105_Oct12_1_4.txt	TriFluMF59	blood	4	5	TriFLU-MF59_BL_4h_5
US22502595_252800522813_S01_GE1_1105_Oct12_2_1.txt	TriFluMF59	blood	8	1	TriFLU-MF59_BL_8h_1
US22502595_252800522813_S01_GE1_1105_Oct12_2_2.txt	TriFluMF59	blood	8	2	TriFLU-MF59_BL_8h_2
US22502595_252800522813_S01_GE1_1105_Oct12_2_3.txt	TriFluMF59	blood	8	3	TriFLU-MF59_BL_8h_3
US22502595_252800522813_S01_GE1_1105_Oct12_2_4.txt	TriFluMF59	blood	8	4	TriFLU-MF59_BL_8h_4
US22502595_252800522814_S01_GE1_1105_Oct12_1_1.txt	TriFluMF59	blood	8	5	TriFLU-MF59_BL_8h_5
US22502595_252800522814_S01_GE1_1105_Oct12_1_2.txt	TriFluMF59	blood	24	1	TriFLU-MF59_BL_24h_1
US22502595_252800522814_S01_GE1_1105_Oct12_1_3.txt	TriFluMF59	blood	24	2	TriFLU-MF59_BL_24h_2
US22502595_252800522814_S01_GE1_1105_Oct12_1_4.txt	TriFluMF59	blood	24	3	TriFLU-MF59_BL_24h_3
US22502595_252800522814_S01_GE1_1105_Oct12_2_1.txt	TriFluMF59	blood	24	4	TriFLU-MF59_BL_24h_4
US22502595_252800522814_S01_GE1_1105_Oct12_2_2.txt	TriFluMF59	blood	24	5	TriFLU-MF59_BL_24h_5
US22502595_252800522814_S01_GE1_1105_Oct12_2_3.txt	TriFluMF59	blood	48	1	TriFLU-MF59_BL_48h_1
US22502595_252800522814_S01_GE1_1105_Oct12_2_4.txt	TriFluMF59	blood	48	2	TriFLU-MF59_BL_48h_2
US22502595_252800522815_S01_GE1_1105_Oct12_1_1.txt	TriFluMF59	blood	48	3	TriFLU-MF59_BL_48h_3
US22502595_252800522815_S01_GE1_1105_Oct12_1_2.txt	TriFluMF59	blood	48	4	TriFLU-MF59_BL_48h_4
US22502595_252800522815_S01_GE1_1105_Oct12_1_3.txt	TriFluMF59	blood	48	5	TriFLU-MF59_BL_48h_5
US22502595_252800522815_S01_GE1_1105_Oct12_1_4.txt	TriFluMF59	blood	72	1	TriFLU-MF59_BL_72h_1
US22502595_252800522815_S01_GE1_1105_Oct12_2_1.txt	TriFluMF59	blood	72	2	TriFLU-MF59_BL_72h_2
US22502595_252800522815_S01_GE1_1105_Oct12_2_2.txt	TriFluMF59	blood	72	3	TriFLU-MF59_BL_72h_3
US22502595_252800522815_S01_GE1_1105_Oct12_2_3.txt	TriFluMF59	blood	72	4	TriFLU-MF59_BL_72h_4
US22502595_252800522815_S01_GE1_1105_Oct12_2_4.txt	TriFluMF59	blood	72	5	TriFLU-MF59_BL_72h_5
US22502595_252800522816_S01_GE1_1105_Oct12_1_1.txt	TriFluMF59	blood	168	1	TriFLU-MF59_BL_168h_1
